host_a,host_b,port_a,port_b,first_time,last_time,a2b_total_packets,b2a_total_packets,total_packets,a2b_resets_sent,b2a_resets_sent,total_resets_sent,a2b_ack_pkts_sent,b2a_ack_pkts_sent,total_ack_pkts_sent,a2b_pure_acks_sent,b2a_pure_acks_sent,total_pure_acks_sent,a2b_sack_pkts_sent,b2a_sack_pkts_sent,total_sack_pkts_sent,a2b_dsack_pkts_sent,b2a_dsack_pkts_sent,total_dsack_pkts_sent,a2b_max_sack_blocks,b2a_max_sack_blocks,total_max_sack_blocks,a2b_unique_bytes_sent,b2a_unique_bytes_sent,total_unique_bytes_sent,a2b_actual_data_pkts,b2a_actual_data_pkts,total_actual_data_pkts,a2b_actual_data_bytes,b2a_actual_data_bytes,total_actual_data_bytes,a2b_rexmt_data_pkts,b2a_rexmt_data_pkts,total_rexmt_data_pkts,a2b_rexmt_data_bytes,b2a_rexmt_data_bytes,total_rexmt_data_bytes,a2b_zwnd_probe_pkts,b2a_zwnd_probe_pkts,total_zwnd_probe_pkts,a2b_zwnd_probe_bytes,b2a_zwnd_probe_bytes,total_zwnd_probe_bytes,a2b_outoforder_pkts,b2a_outoforder_pkts,total_outoforder_pkts,a2b_pushed_data_pkts,b2a_pushed_data_pkts,total_pushed_data_pkts,a2b_syn_fin_pkts_sent,b2a_syn_fin_pkts_sent,a2b_req_1323_ws_ts,b2a_req_1323_ws_ts,a2b_adv_window_scale,b2a_adv_window_scale,a2b_req_sack,b2a_req_sack,a2b_sacks_sent,b2a_sacks_sent,total_sacks_sent,a2b_urg_data_pkts,b2a_urg_data_pkts,total_urg_data_pkts,a2b_urg_data_bytes,b2a_urg_data_bytes,total_urg_data_bytes,a2b_mss_requested,b2a_mss_requested,a2b_max_seg_size,b2a_max_seg_size,a2b_min_seg_size,b2a_min_seg_size,a2b_avg_seg_size,b2a_avg_seg_size,a2b_max_win_adv,b2a_max_win_adv,a2b_min_win_adv,b2a_min_win_adv,a2b_zero_win_adv_times,b2a_zero_win_adv_times,a2b_avg_win_adv,b2a_avg_win_adv,a2b_max_owin,b2a_max_owin,a2b_min_non_zero_owin,b2a_min_non_zero_owin,a2b_avg_owin,b2a_avg_owin,a2b_wavg_owin,b2a_wavg_owin,a2b_initial_window_bytes,b2a_initial_window_bytes,a2b_initial_window_pkts,b2a_initial_window_pkts,a2b_ttl_stream_length_bytes,b2a_ttl_stream_length_bytes,a2b_missed_data_bytes,b2a_missed_data_bytes,a2b_truncated_data_bytes,b2a_truncated_data_bytes,a2b_truncated_packets,b2a_truncated_packets,a2b_data_xmit_time_secs,b2a_data_xmit_time_secs,a2b_idletime_max_ms,b2a_idletime_max_ms,a2b_hardware_dups_segs,b2a_hardware_dups_segs,a2b_throughput_Bps,b2a_throughput_Bps,a2b_rtt_samples,b2a_rtt_samples,a2b_rtt_min_ms,b2a_rtt_min_ms,a2b_rtt_max_ms,b2a_rtt_max_ms,a2b_rtt_avg_ms,b2a_rtt_avg_ms,a2b_rtt_stdev_ms,b2a_rtt_stdev_ms,a2b_rtt_3WHS_ms,b2a_rtt_3WHS_ms,a2b_rtt_full_sz_samples,b2a_rtt_full_sz_samples,a2b_rtt_full_sz_min_ms,b2a_rtt_full_sz_min_ms,a2b_rtt_full_sz_max_ms,b2a_rtt_full_sz_max_ms,a2b_rtt_full_sz_avg_ms,b2a_rtt_full_sz_avg_ms,a2b_rtt_full_sz_stdev_ms,b2a_rtt_full_sz_stdev_ms,a2b_rtt_post_loss_acks,b2a_rtt_post_loss_acks,a2b_rtt_ambiguous_acks,b2a_rtt_ambiguous_acks,a2b_rtt_min_last_ms,b2a_rtt_min_last_ms,a2b_rtt_max_last_ms,b2a_rtt_max_last_ms,a2b_rtt_avg_last_ms,b2a_rtt_avg_last_ms,a2b_rtt_stdev_last_ms,b2a_rtt_stdev_last_ms,a2b_rtt_cumack_segs,b2a_rtt_cumack_segs,a2b_rtt_dupack,b2a_rtt_dupack,a2b_rtt_triple_dupack,b2a_rtt_triple_dupack,a2b_rtt_unknown_acks,b2a_rtt_unknown_acks,a2b_max_retransmissions,b2a_max_retransmissions,a2b_min_retr_time_ms,b2a_min_retr_time_ms,a2b_max_retr_time_ms,b2a_max_retr_time_ms,a2b_avg_retr_time_ms,b2a_avg_retr_time_ms,a2b_stdev_retr_time_ms,b2a_stdev_retr_time_ms
host-39-200-52-198.mybrightridge.com,10.0.2.15,443,55139,1437759613.725589,1437763543.654558,122599,97762,220361,0,0,0,122599,97762,220361,76783,20817,97600,0,0,0,0,0,0,0,0,0,37281114,42222496,79503610,45816,76945,122761,37281114,42222496,79503610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44002,76693,120695,0/0,0/0,N/N,N/N,0,0,N,N,0,0,0,0,0,0,0,0,0,0,0,1420,1460,1,69,813,548,65535,65535,65535,65535,0,0,65535,65535,10705,3114,1,1,359,435,262,454,543,0,1,0,NA,NA,NA,NA,0,0,0,0,3929.928955,3929.582764,  9198.8,  9198.4,0,0,9486.459961,10743.832031,40856,76783,0.010000,0.005000,43.327999,7.591000,15.568034,0.199397,15.952689,0.094116,0.000000,0.000000,1,90,38.769001,0.043000,38.769001,0.383000,38.765125,0.120344,0.000000,0.071052,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4960,162,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
